company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
wipro,data science & analytics,aiml,3-8,3,5.5,8,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['master data management', 'etl']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
infosys,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,['aws'],0,0,0,0,0,0,0,0,0,1,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Computers', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']"
infosys,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"pune, gurugram, chennai",pune,pune,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['machine learning', 'python']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Computers', 'PG: MS/M.Sc(Science) in Chemistry, MCA in Any Specialization, M.Tech in Any Specialization']"
evalueserve,data science & analytics,aiml,3-8,3,5.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['cd', 'continuous integration', 'data services', 'data analytics', 'data analysis', 'bi', 'power bi', 'sharepoint', 'microsoft', 'business intelligence', 'dashboards', 'sql', 'analytics', 'data science', 'devops', 'json', 'api', 'etl', 'communication skills', 'agile methodology']",0,1,0,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
citiustech,business intelligence & analytics,analytics,7-12,7,9.5,12,senior (9–12),"pune, chennai",pune,pune,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['power bi', 'etl', 'sql']",0,1,0,1,0,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization']"
accenture,analytics consultant,analytics,3-5,3,4.0,5,junior (3–5),bengaluru,bangalore,bangalore,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['power bi', 'vba', 'advanced excel', 'hr analytics', 'python', 'oracle', 'spotfire', 'amazon redshift', 'data warehousing', 'data architecture', 'jquery', 'sql', 'tableau', 'r', 'java', 'stakeholder management', 'etl tool', 'html', 'service delivery management', 'etl']",1,1,1,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,3-5,3,4.0,5,junior (3–5),hyderabad,hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['data manipulation', 'sql', 'tableau', 'advanced excel', 'wfm', 'python', 'data analysis', 'amazon redshift', 'power bi', 'data warehousing', 'workforce management', 'sql server', 'amazon ec2', 'data modeling', 'mis', 'ssrs', 'athena', 'aws', 'etl', 'ssis']",1,1,1,1,1,0,0,0,0,1,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
infosys,data science & analytics,aiml,5-9,5,7.0,9,mid (6–8),"mangaluru, mysuru, bengaluru",mangaluru,mangaluru,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['artificial intelligence', 'machine learning']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Computers, BCA in Computers', 'PG: MS/M.Sc(Science) in Computers, MCA in Computers, M.Tech in Any Specialization']"
wipro,data science & analytics,aiml,3-8,3,5.5,8,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,['metadata'],0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
infosys,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"pune, gurugram, chennai",pune,pune,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['python', 'spark', 'sql']",1,1,0,0,0,0,0,0,1,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: BCA in Any Specialization, B.Sc in Computers, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Chemistry, M.Tech in Any Specialization, MCA in Any Specialization']"
infosys,data science & analytics,aiml,8-11,8,9.5,11,senior (9–12),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['python', 'spark', 'sql']",1,1,0,0,0,0,0,0,1,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Computers', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Chemistry, MCA in Any Specialization']"
accenture,analytics consultant,analytics,5-8,5,6.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['power bi', 'tableau', 'vba', 'hr analytics', 'python', 'oracle', 'spotfire', 'amazon redshift', 'data warehousing', 'data architecture', 'jquery', 'sql', 'r', 'java', 'stakeholder management', 'etl tool', 'advanced excel', 'html', 'service delivery management', 'etl']",1,1,1,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
infosys,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['informatica', 'etl informatica', 'data warehousing', 'informatica powercenter', 'sql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Sc in Computers, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Computers, M.Tech in Any Specialization']"
citiustech,bi developer,analytics,6-8,6,7.0,8,mid (6–8),"pune, chennai",pune,pune,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['power bi', 'tableau', 'etl tool']",0,0,0,1,1,0,0,0,0,0,0,"['Role: BI Developer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization']"
aveva,data science & machine learning,aiml,0-1,0,0.5,1,entry (0–2),"hyderabad, bengaluru",hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['python', 'machine learning', 'c#', 'algorithms', 'neural networks', 'linear regression', 'svm', 'artificial intelligence', 'pandas', 'deep learning', 'r', 'git', '.net', 'clustering', 'logistic regression']",1,0,0,0,0,1,1,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: Software Product', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: Any Postgraduate']"
wipro,data analyst,analytics,0-3,0,1.5,3,entry (0–2),hyderabad,hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['data management', 'forecasting', 'mis generation', 'dashboards', 'mis', 'hlookup', 'conditional formatting', 'macros', 'mis preparation', 'sumif', 'data analysis', 'mis reporting', 'pivot table', 'vlookup', 'management information system', 'vba', 'advanced excel', 'mis operations', 'countif']",0,0,1,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
nobroker,business analyst,business analyst,0,0,0.0,0,entry (0–2),bengaluru,bangalore,bangalore,city,"50,000-1 Lacs P.A.",50000-1 lacs,0.5,0.75,1.0,0-3 LPA,"['python', 'data science', 'pandas', 'sql']",1,1,0,0,0,0,1,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Software Product', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization']"
indigo,data science & analytics,aiml,1-4,1,2.5,4,junior (3–5),gurugram,delhi ncr,delhi ncr,city,1-5 Lacs P.A.,1-5 lacs,1.0,3.0,5.0,3-6 LPA,"['excel', 'power bi', 'tableau', 'python', 'sql']",1,1,1,1,1,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Travel & Tourism', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Sc in Maths']"
accenture,business analyst,business analyst,1-3,1,2.0,3,entry (0–2),noida,delhi ncr,delhi ncr,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['business analysis', 'business requirement analysis', 'stakeholder management', 'requirement analysis', 'agile methodology', 'project management', 'software testing', 'gap analysis', 'manual testing', 'user stories', 'sql', 'functional testing', 'brd', 'frd', 'scrum', 'agile', 'jira']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
jindal steel & power,data science & analytics,aiml,3-5,3,4.0,5,junior (3–5),gurugram,delhi ncr,delhi ncr,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,['azure'],0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Iron & Steel', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization']"
s&p global market intelligence,business analyst,business analyst,4-9,4,6.5,9,mid (6–8),bengaluru,bangalore,bangalore,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['power bi', 'sql', 'advanced excel', 'etl', 'sql queries', 'sap', 'supply chain', 'data validation', 'bi', 'business process analysis', 'dashboards', 'data quality', 'data extraction', 'procurement', 'data visualization', 'quantitative analysis']",0,1,1,1,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Production/Industrial, Any Graduate', 'PG: Any Postgraduate']"
thermo fisher scientific india,business analyst,business analyst,0-2,0,1.0,2,entry (0–2),bengaluru,bangalore,bangalore,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['basic', 'ticketing', 'erp', 'excel', 'it procurement', 'analytical', 'strategic sourcing', 'it management', 'comparative analysis', 'data entry']",0,0,1,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
infosys,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"hyderabad, bengaluru, delhi / ncr",hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['machine learning', 'python']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Computers, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Computers, M.Tech in Any Specialization, MCA in Any Specialization']"
infosys,data science & analytics,aiml,5-8,5,6.5,8,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['computer vision', 'c++', 'python']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Computers']"
infosys,data science & analytics,aiml,5-9,5,7.0,9,mid (6–8),"bhubaneswar, new delhi, greater noida",bhubaneswar,bhubaneswar,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['artificial intelligence', 'machine learning']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: BCA in Computers, B.Tech/B.E. in Any Specialization, B.Sc in Computers', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Computers, MCA in Computers']"
infosys,data science & analytics,aiml,5-9,5,7.0,9,mid (6–8),"chennai, coimbatore, thiruvananthapuram",chennai,chennai,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['artificial intelligence', 'machine learning']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Computers, BCA in Computers', 'PG: MCA in Computers, M.Tech in Any Specialization, MS/M.Sc(Science) in Computers']"
infosys,data science & analytics,aiml,8-11,8,9.5,11,senior (9–12),"jaipur, surat, greater noida",jaipur,jaipur,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['python', 'spark', 'sql']",1,1,0,0,0,0,0,0,1,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Computers, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Chemistry, M.Tech in Any Specialization, MCA in Any Specialization']"
infosys,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"noida, gurugram, jaipur",delhi ncr,delhi ncr,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['informatica', 'etl informatica', 'data warehousing', 'informatica powercenter', 'sql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: BCA in Any Specialization, B.Sc in Computers, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Computers']"
infosys,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"gurugram, jaipur, surat",delhi ncr,delhi ncr,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['sas di', 'sas macros', 'sas', 'sas di studio']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Sc in Computers, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Computers']"
