company,experiance,city,salary,job_detail,required_skill
Quantiphi Analytics Solutions,6 - 9 years,"Mumbai, Bengaluru",6L_to_10L,"['Role: NLP / DL Engineering / Architect', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: LLM in Law']","['Automation', 'Version control', 'GIT', 'GCP', 'Machine learning', 'Data collection', 'Data processing', 'Workflow', 'Continuous improvement', 'Python']"
Incedo,4 - 6 years,Hyderabad,6L_to_10L,"['Role: Data Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: M.Tech in Electronics/Telecommunication, MCA in Computers']","['cleaning', 'python', 'sql', 'tableau', 'time series analysis', 'data analysis', 'software testing', 'bi', 'power bi', 'dashboards', 'text analytics', 'r', 'clustering', 'data visualization', 'reporting tools', 'statistics']"
Kiya.ai,5 - 7 years,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",8-12 Lacs P.A.,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']","['NoSQL', 'Pandas', 'Python']"
Ltimindtree,5 - 8 years,"Mumbai, Navi Mumbai, Mumbai (All Areas)",6L_to_10L,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']","['Data Science', 'Pandas', 'Machine Learning', 'Python']"
Clarivate,4 - 9 years,Bengaluru,6L_to_10L,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']","['python', 'data analysis', 'presentation skills', 'sql', 'tableau', 'metadata', 'biotechnology', 'data mining', 'forecasting', 'data research', 'bi', 'subject matter expertise', 'power bi', 'market research', 'sales', 'r', 'secondary research', 'data modeling', 'competitive analysis']"
ITC Infotech,3 - 8 years,Bengaluru,7-17 Lacs P.A.,"['Role: BI Developer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']","['Power Bi', 'SQL', 'Data Warehousing']"
Clarivate,2 - 7 years,Bengaluru,6L_to_10L,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']","['python', 'sas', 'epidemiology', 'r', 'life sciences', 'project management', 'rfps', 'windows xp', 'forecasting', 'spss', 'machine learning', 'product planning', 'presales', 'sales', 'sql', 'secondary research', 'microsoft windows', 'claims', 'quantitative research', 'operational excellence', 'public health']"
Computershare Business Support Services,1 - 4 years,Bengaluru,6L_to_10L,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'PG: MBA/PGDM in Any Specialization']","['Securitization', 'Structured Finance']"
SBI Card,10 - 15 years,Gurugram,6L_to_10L,"['Role: Full Stack Data Scientist', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Computers']","['Bfsi', 'Project management', 'Program delivery', 'Medical insurance', 'Project delivery', 'Stakeholder management', 'Operations', 'Financial services', 'Monitoring', 'SQL']"
Incedo,4 - 6 years,Gurugram,6L_to_10L,"['Role: Analytics Consultant', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: MCA in Computers, M.Tech in Electronics/Telecommunication']","['talend', 'sql', 'tableau', 'etl', 'python', 'data analysis', 'oracle', 'bi', 'power bi', 'data warehousing', 'dashboards', 'jquery', 'qlikview', 'plsql', 'data quality', 'node.js', 'java', 'html', 'data visualization', 'informatica', 'data integration', 'mongodb']"
eClerx,4 - 9 years,Chandigarh,8-10 Lacs P.A.,"['Role: Business Analyst', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']","['Data Visualization', 'SSIS', 'Microsoft Excel', 'Reports', 'Data Extraction', 'Dashboards', 'SQL']"
Bahwan CyberTek,3 - 7 years,Chennai,6L_to_10L,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: MBA/PGDM in Marketing']","['payments', 'banking operations', 'temenos', 'user acceptance testing', 'unit testing', 'temenos t24', 'microsoft applications', 'risk analysis', 'conflict resolution', 'logging', 'agile', 'jira', 'agile methodology']"
Big 4,6 - 11 years,Bengaluru,6L_to_10L,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Sc in Computers, B.Tech/B.E. in Computers, BCA in Computers, Data Science, Artificial Intelligence and Machine Learning', 'PG: MBA/PGDM in Information Technology, MCA in Computers, MS/M.Sc(Science) in Computers, M.Tech in Computers']","['Natural Language Processing', 'Machine Learning', 'Deep Learning', 'Python', 'Data Science']"
WM UNIVERSAL SOLUTIONS PRIVATE LIMITED,3 - 8 years,Gurugram,6L_to_10L,"['Role: Analytics Consultant', 'Industry Type: Courier / Logistics', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Data analysis', 'Business analysis', 'Analytical', 'Data quality', 'data integrity', 'data visualization', 'Business intelligence', 'Troubleshooting', 'Analytics']"
Itcube Solutions,4 - 5 years,Pune,6L_to_10L,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'PG: MBA/PGDM in Information Technology, Marketing']","['Brd', 'Requirement Gathering', 'Business Analysis']"
Jhts Offshore Resource,3 - 8 years,Pune,7-13 Lacs P.A. (Including Variable: 10%),"['Role: BI Developer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']","['SQL', 'SSRS', 'Data Warehousing', 'SSIS', 'Performance Tuning', 'ETL Tool']"
Career CONFIDENTIAL,2 - 7 years,"Pune, Delhi / NCR, Mumbai (All Areas)",8-18 Lacs P.A.,"['Role: Data Engineer', 'Industry Type: FinTech / Payments', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization']","['Spark', 'SQL Server', 'ETL']"
Aziro,3 - 5 years,Pune,6L_to_10L,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization']","['Business Presentations', 'Advanced Excel', 'Power Point Presentation', 'MS Office', 'Financial Reporting', 'KPI', 'MOM', 'Powerpoint', 'Excel Report Preparation', 'Visual Design', 'Presentation Skills', 'Communication Skills', 'Written Communication', 'MS Office Tools', 'PPTP', 'Interpersonal Skills']"
ADCC Infocad Pvt Ltd,4 - 18 years,Pune,6L_to_10L,"['Role: Analytics / BI Manager', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']","['deep learning', 'data science', 'Project management', 'Machine learning', 'Resource allocation', 'Data collection', 'Programming', 'Data quality', 'Python']"
FIS,10 - 15 years,Pune,6L_to_10L,"['Role: Business Analyst', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']","['data analysis', 'vba', 'waterfall', 'service operations', 'software testing', 'service management', 'regression testing', 'manual testing', 'client servicing', 'photoshop', 'capital market', 'functional testing', 'financial modelling', 'corel draw', 'illustrator']"
Rohan Group,8 - 11 years,Pune,8-12 Lacs P.A.,"['Role: Business Analyst', 'Industry Type: Engineering & Construction', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']","['Requirement Gathering', 'Gap Analysis', 'Business Requirement Analysis', 'Business Analytics', 'Use Cases', 'Brd', 'analyst', 'Business Analysis']"
Magellanic Cloud,4 - 7 years,"Hyderabad, Pune, Bengaluru",8-12 Lacs P.A.,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']","['Javascript', 'Python', 'SQL', 'Excel']"
Natobotics Technologies,6 - 9 years,"Pune, Chennai",6L_to_10L,"['Role: Data Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']","['AWS', 'Python', 'SQL Server']"
Cti Logistics,5 - 9 years,Pune,6L_to_10L,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Data analysis', 'Web services', 'Enterprise applications', 'Web development', 'Machine learning', 'CTI', 'Customer service', 'Customer experience', 'microsoft', 'Python']"
Shashwath Solution,10 - 14 years,Pune,6L_to_10L,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['python', 'natural language processing', 'team management', 'gpm', 'microsoft azure', 'machine learning', 'artificial intelligence', 'sql', 'deep learning', 'gcp', 'aws', 'machine learning algorithms']"
Xduce Technologies,7 - 9 years,Pune,6L_to_10L,"['Role: BI Developer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Business analysis', 'Project management', 'Agile', 'Software development life cycle', 'business rules', 'Life sciences', 'microsoft', 'Troubleshooting', 'JIRA', 'SQL']"
MSCI Services,10 - 15 years,Pune,6L_to_10L,"['Role: Machine Learning Engineer', 'Industry Type: NGO / Social Services / Industry Associations', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']","['CVS', 'Automation', 'Networking', 'GCP', 'market data', 'Analytics', 'Downstream', 'Python', 'Recruitment']"
Aspen Technology,2 - 5 years,Pune,6L_to_10L,"['Role: NLP / DL Engineering / Architect', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Product management', 'Automation', 'C++', 'Project management', 'Process improvement', 'Refinery', 'Petrochemical', 'Petroleum', 'Aspen', 'Python']"
Volody Product,2 - 4 years,Mumbai,6L_to_10L,"['Role: Data Science & Machine Learning - Other', 'Industry Type: Software Product', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['Artificial Intelligence', 'NLP', 'Data Modeling', 'Data Analytics', 'Machine Learning', 'Deep Learning', 'Python']"
Makrocare,5 - 8 years,"Mumbai, Hyderabad, New Delhi",6L_to_10L,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']","['accounts receivable', 'data management', 'administration', 'direct marketing', 'change management', 'marketing', 'operations', 'incident management', 'channel management', 'microsoft windows', 'data governance', 'finance', 'direct sales', 'communication skills']"
GSR Business Services,5 - 10 years,Mumbai( Bandra Kurla Complex ),7-12 Lacs P.A.,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']","['Excel', 'Business Analysis', 'Brd', 'Requirement Gathering', 'Documentation']"
Beghou Consulting,5 - 10 years,Pune,6L_to_10L,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Data analysis', 'Data management', 'Data modeling', 'Project management', 'Analytical', 'Consulting', 'HIPAA', 'Life sciences', 'Data quality', 'Operations']"
