company,experiance,city,salary,job_detail,required_skill,job_tittle
accenture,8 - 13 years,Chennai,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['identity management', 'protocols', 'aws', 'python', 'cloud security', 'information security', 'microsoft azure', 'access management', 'siem', 'javascript', 'gcp', 'powershell', 'saml', 'oauth']",Technical Architect
american express,3 - 5 years,Gurugram,10L_to_15L,"['Role: Project Coordinator', 'Industry Type: Financial Services', 'Department: Project & Program Management', 'Employment Type: Full Time, Permanent', 'Role Category: Other Program / Project Management', 'UG: Any Graduate', 'PG: MBA/PGDM in Any Specialization']","['Product management', 'Career development', 'Change management', 'PMP', 'cyber security', 'Finance', 'Information security', 'Agile', 'Wellness', 'data privacy']",Project Coordinator
unknown company,5 - 7 years,Mumbai (All Areas)( Worli ),12-22 Lacs P.A.,"['Role: IT Infrastructure Services - Other', 'Industry Type: Banking', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Infrastructure Services', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization']","['Cyber Security', 'window server', 'IT Infrastructure', 'Firewall', 'IT Security', 'noc', 'Windows Server', 'SOC', 'Antivirus', 'Vendor Management', 'CCNA', 'ITIL', 'Server Administration', 'network', 'IT Security Management', 'SIEM', 'Asset Management', 'Network Administration', 'IT Infrastructure Management']",IT Infrastructure Services
accenture,3 - 8 years,Bengaluru,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['network security', 'networking protocols', 'checkpoint firewall', 'protocols', 'tcp', 'security compliance', 'cloud security', 'ip', 'dns', 'firewall', 'troubleshooting', 'http', 'ccse']",Security Architect
guidewire software,5 - 10 years,Bengaluru,10L_to_15L,"['Role: Practice Manager / Head', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Product engineering', 'cyber security', 'Process efficiency', 'Cloud', 'Continuous improvement', 'Security operations', 'Vulnerability management', 'Analytics']",Practice Manager
accenture,12 - 15 years,Bengaluru,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['identity access management', 'iam', 'firewall', 'sailpoint', 'risk management', 'cloud security', 'network security', 'access management', 'nist', 'ids']",Security Architect
accenture,2 - 7 years,Bengaluru,10L_to_15L,"['Role: Security Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['canoe', 'communication protocols', 'canalyzer', 'rsa', 'cloud security', 'oscp', 'ceh', 'vulnerability assessment', 'aes', 'cissp', 'risk analysis', 'pki', 'wireshark', 'penetration testing']",Security Testing Engineer
accenture,3 - 8 years,Bengaluru,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['network security', 'f5', 'firewall', 'fortigate', 'security operations', 'cloud security', 'servicenow', 'security monitoring', 'cisco', 'web application firewall']",Security Architect
accenture,9 - 14 years,Gurugram,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cyberark', 'access management', 'troubleshooting', 'security compliance', 'psm', 'kerberos', 'siem', 'sso', 'diving', 'ldap', 'linux', 'saml', 'oauth', 'rest', 'configuring', 'epm', 'cloud security', 'unix']",Technical Architect
accenture,5 - 10 years,Bengaluru,10L_to_15L,"['Role: Security Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['embedded systems', 'automotive engineering', 'agile', 'cloud security', 'hsm', 'oscp', 'canoe', 'ceh', 'cissp', 'wireshark', 'encryption', 'penetration testing']",Security Testing Engineer
accenture,8 - 13 years,Bengaluru,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['python', 'red', 'av', 'bash', 'cloud security', 'oscp', 'nac', 'active directory', 'powershell', 'lan']",Security Architect
accenture,5 - 10 years,Bengaluru,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cloud security', 'access management', 'identity access management', 'iam', 'active directory', 'security compliance', 'microsoft active directory', 'sso', 'pki', 'nist', 'gcp', 'aws', 'adfs']",Security Architect
accenture,5 - 10 years,Bengaluru,10L_to_15L,"['Role: Security Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['uds', 'security testing', 'ecu', 'embedded systems', 'security analysis', 'python', 'cloud security', 'oscp', 'canoe', 'ceh', 'vulnerability assessment', 'cissp', 'wireshark', 'ethernet', 'penetration testing', 'agile']",Security Testing Engineer
accenture,8 - 13 years,Bengaluru,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['incident management', 'firewall', 'cisco', 'fortigate', 'security operations', 'cloud security', 'network security', 'f5', 'servicenow', 'ccnp security', 'web application firewall']",Security Architect
accenture,8 - 13 years,Bengaluru,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cloud security', 'network security', 'firewall', 'fortigate', 'risk assessments', 'security operations', 'security compliance', 'f5', 'servicenow', 'cisco', 'web application firewall']",Security Architect
kpmg assurance and consulting services llp,3 - 6 years,Bengaluru,12-16 Lacs P.A.,"['Role: Security Auditor', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Bachelor of Science (B.Sc.) in Business Economics in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['Cloud Security', 'Iso 27001 Lead Auditor', 'GRC', 'Cism', 'Risk Assessment', 'Cisa']",Security Auditor
accenture,3 - 8 years,Gurugram,10L_to_15L,"['Role: System Security Engineer', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cloud security', 'email security', 'tcp', 'smtp', 'endpoint security', 'cyber security', 'soc', 'ip', 'information security', 'dns', 'siem', 'technical support', 'firewall', 'vpn', 'linux', 'ip addressing']",System Security Engineer
quench techno valley,3 - 8 years,"Hyderabad, Bengaluru",10L_to_15L,"['Role: Application Security Engineer', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate']","['Cloud Security', 'AWS', 'Devops']",Application Security Engineer
photon,3 - 7 years,Chennai,10L_to_15L,"['Role: Search Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['container', 'testing tools', 'gcp', 'penetration testing', 'continuous integration', 'information security', 'microservices', 'jenkins']",Search Engineer
accenture,3 - 8 years,Gurugram,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['patching', 'incident management', 'vendor coordination', 'asset', 'it risk management', 'cloud security', 'network security', 'soc', 'siem', 'vulnerability assessment', 'risk analysis', 'nist', 'remote access']",Security Architect
accenture,4 - 9 years,Bengaluru,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cloud security', 'microsoft azure', 'aws', 'continuous integration', 'python', 'github', 'nist', 'kms', 'iam', 'firewall', 'powershell', 'pci']",Security Architect
accenture,9 - 14 years,Gurugram,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['security compliance', 'cyberark', 'access management', 'troubleshooting', 'rest', 'configuring', 'epm', 'cloud security', 'kerberos', 'siem', 'sso', 'diving', 'ldap', 'linux', 'saml', 'oauth', 'unix']",Technical Architect
accenture,5 - 10 years,Mumbai,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cloud security', 'access management', 'identity access management', 'iam', 'active directory', 'security compliance', 'microsoft active directory', 'sso', 'pki', 'nist', 'gcp', 'aws', 'adfs']",Security Architect
accenture,3 - 5 years,Gurugram,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'sailpoint', 'j2ee', 'rest', 'oracle', 'workday', 'cloud security', 'presentation skills', 'information security', 'jdbc', 'advertising', 'active directory', 'iam', 'api']",Technical Architect
accenture,6 - 11 years,Gurugram,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['access management', 'identity management', 'java', 'troubleshooting', 'security operations', 'rest', 'cloud security', 'kerberos', 'javascript', 'sso', 'active directory', 'iam', 'ldap', 'saml', 'j2ee', 'json', 'ws', 'oauth', 'soap']",Technical Architect
accenture,8 - 13 years,Hyderabad,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cobit', 'patch management', 'fault management', 'firewall', 'security operations', 'cloud security', 'network security', 'hipaa', 'firewall management', 'vpn', 'pci dss', 'sox', 'itil']",Security Architect
accenture,8 - 13 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['network design', 'cisco', 'cloud security', 'wan', 'eigrp', 'rstp', 'bgp', 'ios', 'ssl', 'sd', 'vlan', 'mpls', 'gre', 'nat', 'documentation', 'ospf', 'stp', 'asa', 'nist', 'vpn', 'hsrp', 'aws', 'cisco ios']",Technical Architect
accenture,5 - 10 years,Gurugram,10L_to_15L,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['cloud security', 'microsoft azure', 'aws', 'continuous integration', 'python', 'github', 'nist', 'kms', 'iam', 'firewall', 'powershell', 'pci']",Security Architect
siemens,8 - 10 years,Pune,10L_to_15L,"['Role: Configuration and Deployment Management', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Infrastructure Services', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['it security', 'linux', 'security implementation', 'penetration testing', 'management consulting', 'communication system', 'sap security', 'sod', 'career development', 'corporate finance', 'technical support', 'sap bi security', 'management services', 'sap grc', 'grc']",Configuration and Deployment Management
